Node,Pagerank 
934,0.000428332
935,0.000842189
936,0.000160969
937,0.000979292
938,0.000262047
939,0.000496261
940,0.000206553
941,0.000772399
942,0.000682541
943,0.000307744
944,0.001245639
945,0.000898803
946,0.000916253
947,0.000245441
948,0.000508944
949,0.000336415
950,0.000120212
951,0.000559792
952,0.000295798
953,0.000304271
954,0.000418289
955,0.000794483
956,0.000528074
957,0.000412975
958,0.000752243
959,0.000962992
960,0.000277094
961,0.000117061
962,0.000299134
963,0.00038272
964,0.000761989
965,0.000265169
966,0.0007869
967,0.000681496
968,0.00088288
969,0.000202039
970,0.000803935
971,0.000321292
972,0.000270709
973,0.000486343
974,0.000400991
975,0.000239967
976,0.00011024
977,0.000367184
978,0.000537965
979,0.000608307
980,0.000697645
981,0.000641146
982,0.000571284
983,0.000481394
984,0.000318272
985,0.001493684
986,0.000186607
987,0.000303167
988,0.000483876
989,0.000460441
990,0.000169194
991,0.000393522
992,0.000407625
993,0.00076329
994,0.001038551
995,0.000357816
996,0.000529151
997,0.000822556
998,0.000204497
999,0.000610111
1000,0.000368013
1001,0.000110313
1002,9.91E-05
1003,0.000425217
1004,0.000312759
1005,0.000614585
1006,0.000370808
1007,0.000440042
1008,0.000256884
1009,0.000165391
1010,0.000936289
1011,0.000730847
1012,0.000202562
1013,0.000461157
1014,0.000522899
1015,0.000691555
1016,0.000252225
1017,0.000979963
1018,0.000693902
1019,0.000215526
1020,0.000799272
1021,0.00074045
1022,0.000568454
1023,0.000306176
1024,0.000817765
1025,0.000449578
1026,0.000705708
1027,0.000591985
1028,0.000217132
1029,0.000558348
1030,0.000338072
1031,0.000484717
1032,0.000353161
1033,0.000990735
1034,0.000774287
1035,0.000732057
1036,0.000790151
1037,0.000684008
1038,0.000331682
1039,0.000144468
1040,0.000402205
1041,0.00063406
1042,0.000718734
1043,0.000265266
1044,0.000857665
1045,0.000359013
1046,0.000326413
1047,0.000208788
1048,0.000714232
1049,0.000501297
1050,0.000217388
1051,0.000357247
1052,0.001053867
1053,0.000815942
1054,0.000290735
1055,9.55E-05
1056,0.000583259
1057,0.001330102
1058,0.000276447
1059,0.000416424
1060,0.000118753
1061,0.000518009
1062,0.000863093
1063,0.000466928
1064,0.000202019
1065,0.000115033
1066,0.000207078
1067,0.000509797
1068,0.000817358
1069,0.000261892
1070,0.000115977
1071,0.000600924
1072,0.000608125
1073,0.000560467
1074,0.00093454
1075,0.000446275
1076,0.000334054
1077,0.000760669
1078,0.000100489
1079,0.000655209
1080,0.000145405
1081,0.000505461
1082,0.000570396
1083,0.000592659
1084,0.001008741
1085,0.000644326
1086,0.000584205
1087,0.000665475
1088,0.000168723
1089,0.000605045
1090,0.000640668
1091,0.000239319
1092,0.00011682
1093,0.000229084
1094,0.000774728
1095,0.000379106
1096,0.000132507
1097,0.000631152
1098,0.000280841
1099,0.00084224
1100,0.000689201
1101,0.000249735
1102,0.001000899
1103,0.000655005
1104,0.000473896
1105,0.000432189
1106,0.000300439
1107,0.000111637
1108,0.000266295
1109,0.000153426
1110,0.000564456
1111,0.000347713
1112,0.000250242
1113,0.000440904
1114,0.000630812
1115,0.000153088
1116,0.00014882
1117,0.000240356
1118,0.000513979
1119,0.000338549
1120,0.00017237
1121,0.000159456
1122,0.000610531
1123,0.000458176
1124,0.000128416
1125,0.000877893
1126,0.000604908
1127,0.000559347
1128,0.000440234
1129,0.000526095
1130,0.000644753
1131,0.000172826
1132,0.000196653
1133,0.000644339
1134,0.000973363
1135,0.000255224
1136,0.00047268
1137,0.00065831
1138,0.000504884
1139,0.000754659
1140,0.000199932
1141,0.000692764
1142,0.000715038
1143,0.000340414
1144,0.000342519
1145,0.000854927
1146,0.00048906
1147,0.000795837
1148,0.001175133
1149,0.001310574
1150,0.000796884
1151,0.000529349
1152,0.000876408
1153,0.000498839
1154,0.000440598
1155,0.000218822
1156,0.000862096
1157,0.000423555
1158,0.000538199
1159,0.000338362
1160,0.000485333
1161,0.000274054
1162,0.000655128
1163,0.00114968
1164,0.000608906
1165,0.000123135
1166,0.000451239
1167,0.000203668
1168,0.001014096
1169,0.000606189
1170,0.000520096
1171,0.000635189
1172,0.00064558
1173,0.000224437
1174,0.000132736
1175,0.000201242
1176,0.000279938
1177,0.000414432
1178,0.000649862
1179,0.000183414
1180,0.000247905
1181,0.000433255
1182,0.000113396
1183,0.000110822
1184,0.001148215
1185,0.000136625
1186,0.00013442
1187,0.000510332
1188,0.000421925
1189,0.000666763
1190,0.000164909
1191,0.000631059
1192,0.000789055
1193,0.000695246
1194,0.000784038
1195,0.0006429
1196,0.000110074
1197,0.000633319
1198,0.000500896
1199,0.000810331
1200,0.00105259
1201,0.000342993
1202,0.000128589
1203,0.000320246
1204,0.000190047
1205,0.000179539
1206,0.000585728
1207,0.00065304
1208,0.000231826
1209,0.000345364
1210,0.000864326
1211,0.001277647
1212,0.001154465
1213,0.000577162
1214,0.000474694
1215,0.000895607
1216,0.000460956
1217,0.000152374
1218,0.000350741
1219,0.000135934
1220,0.000591108
1221,0.000286453
1222,0.000533578
1223,0.000445603
1224,0.000861875
1225,0.000701462
1226,0.001145251
1227,0.001079861
1228,0.00059927
1229,0.00041899
1230,0.000391411
1231,0.000777482
1232,0.000333596
1233,0.000502469
1234,0.000138415
1235,0.001163777
1236,0.000564995
1237,0.000743687
1238,0.000126688
1239,0.00021234
1240,0.000423964
1241,0.000183678
1242,0.000114967
1243,0.000469607
1244,0.000218652
1245,0.000410942
1246,0.00015217
1247,0.000301819
1248,0.000212837
1249,0.000856163
1250,0.000321717
1251,0.000353443
1252,0.000128947
1253,0.000357148
1254,0.0001348
1255,0.000686965
1256,0.000617089
1257,0.000458465
1258,0.000921376
1259,0.001333683
1260,0.000267467
1261,0.000248094
1262,0.000483546
1263,0.000926103
1264,0.001222461
1265,0.000496977
1266,0.000480978
1267,0.000108936
1268,0.000645317
1269,0.001268062
1270,0.000356443
1271,0.000249005
1272,0.000672704
1273,0.000211351
1274,0.0006945
1275,0.000129807
1276,0.000286316
1277,0.000422721
1278,0.000419604
1279,0.000507541
1280,0.000844466
1281,0.000227249
1282,0.000216306
1283,0.000365945
1284,0.000193787
1285,0.000340408
1286,0.000207005
1287,0.000676355
1288,0.000856757
1289,0.000280473
1290,0.00027663
1291,0.000351143
1292,0.000556488
1293,0.000125907
1294,0.00082919
1295,0.000588799
1296,0.000970595
1297,0.000589194
1298,0.000627636
1299,0.000109227
1300,0.000141815
1301,0.000610034
1302,0.000566156
1303,0.001087862
1304,0.000634353
1305,0.000652467
1306,0.000591654
1307,0.000116809
1308,0.000570671
1309,0.000456808
1310,0.001074906
1311,0.000577092
1312,0.000839188
1313,0.000298094
1314,0.000667795
1315,0.000546605
1316,0.000373693
1317,0.001024454
1318,0.000622509
1319,0.000270967
1320,0.000112338
1321,0.00099359
1322,0.000265526
1323,0.00082816
1324,0.000708845
1325,0.000492461
1326,0.000434586
1327,0.000236241
1328,0.000647657
1329,0.000772316
1330,0.000687546
1331,0.000742633
1332,0.000269401
1333,0.000748133
1334,0.00043613
1335,0.000106823
1336,0.000154505
1337,0.000130445
1338,0.000246651
1339,0.000584219
1340,0.000450097
1341,0.000567112
1342,0.000134477
1343,0.00025398
1344,0.000334488
1345,0.000144515
1346,0.001016465
1347,0.000567114
1348,0.000453415
1349,0.000684907
1350,0.000110313
1351,0.000403418
1352,0.000118123
1353,0.000496355
1354,0.000781768
1355,0.000597119
1356,0.00066186
1357,0.00052294
1358,0.000607431
1359,0.000442028
1360,0.000529037
1361,0.000161966
1362,0.000501043
1363,0.000429981
1364,0.000378622
1365,0.000746818
1366,0.000435412
1367,0.00079138
1368,0.000643797
1369,0.000830834
1370,0.000457502
1371,0.00051142
1372,0.000503925
1373,0.000595713
1374,0.000457648
1375,0.000364267
1376,0.000141818
1377,0.000428017
1378,0.000229548
1379,0.000528615
1380,0.000291245
1381,0.000570885
1382,0.000523557
1383,0.000738497
1384,0.000335472
1385,0.000449954
1386,0.000150025
1387,0.000329062
1388,0.000966037
1389,0.000111231
1390,0.000425167
1391,0.000538484
1392,0.000470191
1393,0.000484972
1394,0.000755402
1395,0.000103694
1396,0.000574081
1397,0.000224293
1398,0.000572657
1399,0.000158811
1400,0.000934468
1401,0.000477485
1402,0.000755766
1403,0.000664093
1404,0.000190973
1405,0.000589313
1406,0.000429046
1407,0.000769856
1408,0.000177692
1409,0.000153212
1410,0.000874821
1411,0.000457833
1412,0.000441553
1413,0.000137618
1414,0.000621959
1415,0.000211573
1416,0.000106541
1417,0.000201987
1418,0.000690025
1419,0.000440309
1420,0.000737012
1421,0.000518051
1422,0.000144569
1423,0.000513572
1424,0.000817365
1425,0.000296643
1426,0.000596548
1427,0.000250596
1428,0.000212355
1429,0.000411837
1430,0.000436996
1431,0.00059098
1432,0.000774807
1433,0.000676586
1434,0.000814953
1435,0.000242726
1436,0.000274377
1437,0.000671232
1438,0.000995217
1439,0.000446635
1440,0.000847115
1441,0.000572196
1442,0.000198565
1443,0.00036753
1444,0.000333354
1445,0.000550709
1446,0.0004292
1447,0.000180836
1448,0.000314824
1449,0.000315584
1450,0.000407948
1451,0.000871361
1452,0.000782739
1453,0.000329324
1454,0.00020244
1455,0.000564686
1456,0.000465512
1457,0.000315562
1458,0.000616388
1459,0.000382353
1460,0.000560777
1461,0.000472697
1462,0.000111863
1463,0.000548241
1464,0.000784277
1465,0.000530121
1466,0.000316347
1467,0.000536879
1468,0.000132889
1469,0.000367884
1470,0.000738355
1471,0.000513261
1472,0.000313213
1473,0.000531919
1474,0.000693397
1475,0.000680707
1476,0.000528828
1477,0.000471846
1478,0.000451614
1479,0.000250175
1480,0.000216739
1481,0.000783319
1482,0.000922195
1483,0.000140828
1484,0.000312381
1485,0.000117232
1486,0.000558097
1487,0.000158288
1488,0.000106049
1489,0.000152857
1490,0.00079063
1491,0.000510918
1492,0.000229684
1493,0.000675836
1494,0.000625907
1495,0.000266958
1496,0.000534329
1497,0.000302753
1498,0.000268341
1499,0.000522823
1500,0.000613839
1501,0.000327197
1502,0.000164216
1503,0.000313915
1504,0.000220091
1505,0.000656321
1506,0.000558675
1507,0.000486664
1508,0.000109942
1509,0.000779644
1510,0.000434293
1511,0.000152844
1512,0.000625859
1513,9.78E-05
1514,0.000272856
1515,0.00060942
1516,0.000472252
1517,0.000549941
1518,0.000697301
1519,0.000613841
1520,0.000642405
1521,0.000635628
1522,0.00075477
1523,0.000631101
1524,0.001089744
1525,0.000198774
1526,0.0001404
1527,0.000528123
1528,0.000972272
1529,0.000429056
1530,0.000682629
1531,0.000874008
1532,0.000523693
1533,0.000878292
1534,0.00096022
1535,0.000554095
1536,0.000287695
1537,0.000544882
1538,0.000350486
1539,9.62E-05
1540,0.000877073
1541,0.000378837
1542,0.000345092
1543,0.000608229
1544,0.00049692
1545,0.000167442
1546,0.000669032
1547,0.000305386
1548,0.000154279
1549,0.000389891
1550,0.00014747
1551,0.000163002
1552,0.000113954
1553,0.000291679
1554,0.000238813
1555,0.000859586
1556,0.000802425
1557,0.000310906
1558,0.000150318
1559,0.000505722
1560,0.000420079
1561,0.000892738
1562,0.000144503
1563,0.000284721
1564,0.000831337
1565,0.000566171
1566,0.000528685
1567,0.000963131
1568,0.0001239
1569,0.000758027
1570,0.000227371
1571,0.00062657
1572,0.000214238
1573,0.000769002
1574,0.000651735
1575,0.000251433
1576,0.000482283
1577,0.000274234
1578,0.000122042
1579,0.000464043
1580,0.000351194
1581,0.000486857
1582,0.001279199
1583,0.000397609
1584,0.000687189
1585,0.000103027
1586,0.000230972
1587,0.000825336
1588,0.000602479
1589,0.000906392
1590,0.00042457
1591,0.000128893
1592,0.000970056
1593,0.000663245
1594,0.000659462
1595,0.000121243
1596,0.000350906
1597,0.000105977
1598,0.000120212
1599,0.000164657
1600,0.000659381
1601,0.000110074
1602,0.000635163
1603,0.000836429
1604,0.000391324
1605,0.00016749
1606,0.000418405
1607,0.000750857
1608,9.85E-05
1609,0.000588799
1610,0.000435395
1611,0.000940143
1612,0.000979279
1613,0.000116593
1614,0.000588799
1615,0.000704256
1616,0.000234241
1617,0.000195333
1618,0.000436555
1619,0.000670142
1620,0.000188196
1621,0.000551152
1622,0.000265029
1623,0.000128677
1624,0.000750851
1625,0.000334657
1626,0.000610875
1627,0.000434771
1628,0.000338895
1629,0.00010111
1630,0.000491526
1631,9.91E-05
1632,0.000221871
1633,0.000768032
1634,0.00070615
1635,0.000476467
1636,0.00069404
1637,0.000485564
1638,0.000307556
1639,0.000102591
1640,0.000523754
1641,0.000964212
1642,0.000171035
1643,0.00073484
1644,0.001289343
1645,0.001644929
1646,0.000163141
1647,0.000831782
1648,0.000303681
1649,0.000938015
1650,0.000464701
1651,0.00054551
1652,0.000728965
1653,0.000652146
1654,0.000383201
1655,0.000457374
1656,0.000288887
1657,0.000421607
1658,0.000367915
1659,0.000213047
1660,0.000745041
