Node,Pagerank 
1661,0.000743151
1662,0.00032135
1663,0.000161954
1664,0.000369083
1665,0.000715863
1666,0.000314045
1667,0.001079876
1668,0.000170668
1669,0.000473289
1670,0.000522753
1671,0.000358244
1672,0.000769189
1673,0.000673562
1674,0.000426466
1675,0.000233399
1676,0.000565938
1677,0.00035915
1678,0.001183605
1679,0.000986738
1680,0.00063624
1681,0.000203768
1682,0.000770411
1683,0.000304631
1684,0.00054924
1685,0.000151874
1686,0.000444565
1687,0.000398735
1688,0.000558483
1689,0.000242493
1690,0.000456648
1691,0.000385045
1692,0.000127859
1693,0.00050504
1694,0.000502936
1695,0.000507359
1696,0.000438302
1697,0.000209876
1698,0.000338695
1699,0.000470432
1700,0.000345958
1701,0.000483398
1702,0.00038417
1703,0.000404968
1704,0.000280864
1705,0.000106909
1706,0.000191997
1707,0.000680445
1708,0.000982949
1709,0.000145569
1710,0.000143264
1711,0.000411745
1712,0.000556199
1713,0.000685093
1714,0.000459374
1715,0.000713376
1716,0.000355926
1717,0.000509854
1718,0.000274662
1719,0.000112922
1720,0.000212135
1721,0.000430384
1722,0.000187358
1723,0.000639337
1724,0.000360678
1725,0.000102154
1726,0.000803237
1727,0.000226799
1728,0.000287456
1729,0.00039159
1730,0.000656161
1731,0.000721893
1732,0.000897764
1733,0.000371923
1734,0.001087911
1735,0.000599569
1736,0.0006539
1737,0.000243525
1738,0.00014475
1739,0.000829256
1740,0.000666251
1741,0.00096751
1742,0.000749185
1743,0.000476556
1744,0.00048688
1745,0.000755666
1746,0.000154191
1747,0.000157308
1748,0.00049155
1749,0.000334488
1750,0.000362557
1751,0.00019558
1752,0.000500664
1753,0.000689131
1754,0.000520457
1755,0.000549697
1756,0.000979491
1757,0.000280918
1758,0.000711034
1759,0.000105694
1760,0.000622269
1761,0.000257196
1762,0.00048124
1763,0.000610596
1764,0.000198318
1765,0.000101514
1766,9.66E-05
1767,0.000117953
1768,0.000651827
1769,9.67E-05
1770,0.000118004
1771,0.001238566
1772,0.000386539
1773,0.001127056
1774,0.001124562
1775,0.000698332
1776,0.001519784
1777,0.000849085
1778,0.000629372
1779,0.000299035
1780,0.000200079
1781,0.000545654
1782,0.000774642
1783,0.001050426
1784,0.000548906
1785,0.000440273
1786,0.000258046
1787,0.001113262
1788,0.000312769
1789,0.000974513
1790,0.000739008
1791,0.000266289
1792,0.000107233
1793,0.000919912
1794,0.000220923
1795,0.000673707
1796,0.000491894
1797,0.000221027
1798,0.000226873
1799,0.000940062
1800,0.000471411
1801,0.000212345
1802,0.000637782
1803,0.000878027
1804,0.001438541
1805,0.000578487
1806,0.000523284
1807,0.001231271
1808,0.000938877
1809,0.001230909
1810,0.000814511
1811,0.000265438
1812,0.001317002
1813,9.51E-05
1814,0.000824525
1815,0.000446582
1816,0.000860518
1817,0.000464774
1818,0.000848188
1819,0.000305278
1820,0.001211195
1821,0.00084094
1822,0.00015159
1823,0.00080593
1824,0.000617447
1825,0.001586914
1826,0.001330047
1827,0.000585952
1828,0.000210051
1829,0.000497368
1830,0.001502185
1831,0.001111974
1832,0.000468911
1833,0.000977729
1834,0.001263647
1835,0.001342898
1836,0.000872892
1837,0.000337421
1838,0.001989952
1839,0.000197284
1840,0.0007598
1841,0.000212031
1842,0.001149758
1843,0.001164232
1844,0.00176367
1845,0.001471101
1846,0.00130795
1847,0.001734721
1848,0.001346562
1849,0.000232536
1850,0.000500364
1851,0.001795685
1852,0.001469871
1853,0.000957383
1854,0.000749234
1855,0.000794645
1856,0.00125363
1857,0.000988869
1858,0.001682616
1859,0.001791633
1860,0.000940551
1861,0.001412552
1862,0.000657969
1863,0.001103225
1864,0.001247437
1865,0.001692267
1866,0.001151068
1867,0.000571432
1868,0.000749784
1869,0.001233803
1870,0.000371959
1871,0.000925673
1872,0.001301888
1873,0.000564846
1874,0.001111875
1875,0.000974202
1876,0.000359623
1877,0.001518429
1878,0.001304633
1879,0.001216975
1880,0.000659627
1881,0.001596475
1882,0.001416518
1883,0.001464251
1884,0.000913253
1885,0.001657073
1886,0.000683087
1887,0.000478328
1888,0.000174688
1889,0.000840619
1890,0.001061045
1891,0.000548931
1892,0.000976194
1893,0.001860438
1894,0.001385428
1895,0.000642477
1896,0.000182257
1897,0.000864323
1898,0.000596552
1899,0.000894914
1900,0.001284635
1901,0.001490168
1902,0.001416024
1903,0.000473995
1904,0.001858685
1905,0.000221329
1906,0.000645164
1907,0.001016048
1908,0.000826388
1909,0.000955975
1910,0.000307786
1911,0.001030406
1912,0.001732558
1913,0.001541548
1914,0.002109833
1915,0.001092246
1916,0.001180752
1917,0.001494969
1918,0.001156938
1919,0.000939847
1920,0.000451263
1921,0.001204404
1922,0.000157211
1923,0.000850344
1924,0.000410949
1925,0.001464508
1926,0.000462255
1927,0.001098336
1928,0.000390657
1929,0.001318471
1930,0.001116398
1931,0.000644999
1932,0.000435564
1933,0.000641237
1934,0.000129922
1935,0.000125784
1936,0.000138139
1937,0.000127125
1938,0.000116502
1939,0.000134835
1940,0.000324692
1941,0.000219134
1942,0.00013572
