,aweme_id,cid,create_time,user.uid,user.nickname,text,reply_comment_total
11,7297430201305189663,7301399315846087457,2023-11-14,7049373854476829702,Glossy 🇸🇴,PALESTINE 🇵🇸,0
12,7297430201305189663,7301385434599670533,2023-11-14,7066831399164314630,مؤمن,free Palestinian,0
13,7297430201305189663,7301366370867462918,2023-11-14,6967822039416210433,moneebamasarapa,omw what a joke.the fake video,0
14,7297430201305189663,7299408299988075266,2023-11-09,7239832931966370821,user976075719575,🥰🥰🥰 sorry,0
15,7297430201305189663,7299128321055605547,2023-11-08,7102571145546744874,dontplay2342tommiepratersr,omg lord Jesus Christ please help these ppl🙏🏾🥺💔,0
16,7297430201305189663,7298986038756868910,2023-11-08,7130684001480688686,Teemunay,Whats funny?? Didn't seem oppressed to me,0
17,7297430201305189663,7298862237854499626,2023-11-07,7249517736750875694,Frankie Cortez,People testing religious beliefs to the max,0
18,7297430201305189663,7297679016361722657,2023-11-04,7292555700746912800,lucifer,Lies,0
19,7297430201305189663,7300553479734526752,2023-11-12,7076769697539064837,free palestine&Free Kurdistan,HAHAHAHAHAHA ISRAEL KRIEG BRUHH PECH,1
20,7297430201305189663,7298901674856694560,2023-11-08,69508603258257408,Didem.dd,Israel 🖕🏼🖕🏼🖕🏼,3
21,7297430201305189663,7297673121309754118,2023-11-04,6972530297556632581,Mafalda.R.Hammerschmidt,Vitória de Israel. 🥰🥰🥰,0
22,7297430201305189663,7302077891608871713,2023-11-16,7084941431005791237,Zelis_1989,😂😂😂😂😂😂😂😂😂,0
23,7297430201305189663,7300381146374144800,2023-11-12,7198565931869438981,Varto 49,bien fait 😜👍,0
24,7297430201305189663,7299965580537742113,2023-11-10,6749890286740800518,rachakassim517,mmm warum lacht die eine Dame da ist das soooo lustig😳,0
25,7297430201305189663,7299840347491304225,2023-11-10,6738848542020666373,Ebru_Rella187,"Omg alles gestellt , wie sie ihr Handy den Aufnahme Mensch zeigen muss was sie macht 😅ihr Merk auch garnichts oder ? 😂",0
26,7297430201305189663,7299187392128140034,2023-11-08,6879117745512104966,Seyoum Chernet,israel,0
0,7288583783408798982,7288781964679742214,2023-10-11,6554868062117838849,Sid,let's pray for both Israel and Palestine.,30
1,7288583783408798982,7288912064688636674,2023-10-12,6809282084289954817,4 cats only,pray for all the Christian believers in both Palestine and Israel.,20
2,7288583783408798982,7288590112077759250,2023-10-11,6801918614158951426,Grace💕🌻,🥺🥰amen Israel will be protected by God,21
3,7288583783408798982,7288682556232073989,2023-10-11,6848867530758423553,stoneheart🫀,yes it's all written in the Bible,1
4,7288583783408798982,7288688785049731845,2023-10-11,7171324743252427782,rosalinabuenas,THANK FATHER GOD for Loving Our Country the Philippines.,2
5,7288583783408798982,7288837625179685637,2023-10-11,6566962603108581378,Maria,one thing people need to do is repent ...turn back to Jesus and fo good..🙏🙏🙏,4
6,7288583783408798982,7288619674207929094,2023-10-11,7195907860688225307,Shopforfreelancing,Have mercy on us and on the whole world Jesus Christ,4
7,7288583783408798982,7288695721272853254,2023-10-11,59726976281743361,Nhs,Thank you for sharing the word of God.,2
8,7288583783408798982,7288718714630406917,2023-10-11,6797332772380197889,Donna,Psalms 62:2 (KJV) He only is my rock and my salvation; he is my defence; I shall not be greatly moved.,0
9,7288583783408798982,7288711572372587270,2023-10-11,6763217008130704386,Shanel Perez🇵🇭🇵🇭,True po it’s written in the Bible 🙏🥹,0
10,7288583783408798982,7288711499522245394,2023-10-11,6609713658367295494,SanDy🤍,Spread LOVE not WAR😢🙏🏼🙏🏼🙏🏼🙏🏼,0
11,7288583783408798982,7288734460614034181,2023-10-11,7115619328229114881,MariaCynthia Malasique Sanchez,"Lord, have mercy on Your people. Amen🙏🙏🙏🙏",0
12,7288583783408798982,7288704948010107654,2023-10-11,7251858413540361224,Mona,"Have mercy on us and the whole world,Jesus we trust in you..let your will be done😇",0
13,7288583783408798982,7288732739472278278,2023-10-11,6875230122997482497,Ate Cha,Have faith 🙏🙏🙏,0
14,7288583783408798982,7288733721527288582,2023-10-11,7126521425935320090,chacha,prophecy,0
15,7288583783408798982,7289375813790679813,2023-10-13,6969068974257554433,vilmasantos1174,ALL CHRISTIANS SHARE THE GOSPEL😇😇😇😇😇,0
16,7288583783408798982,7289419642773340933,2023-10-13,6834295977110291457,Amie Roa Agujetas,"🙏🙏🙏 yes you true so now is the time to prepare for Jesus coming soon
bcz this is sign of the time",0
17,7288583783408798982,7289379609048908549,2023-10-13,7032659668817331202,Mj'sshop19,thank you for sharing the word of god🙏🙏,0
18,7288583783408798982,7289358780311569170,2023-10-13,6786998671978234885,Gloria Calumno,Have mercy on Israel. God will bless you more as you share 🙏,0
19,7288583783408798982,7288708186705625862,2023-10-11,7146590685599925274,bravo,"very well said..it happends so many ways decade na,still continue pa rin ang war and killings",0
20,7288583783408798982,7289420590120780549,2023-10-13,6827406453708915717,The Famous family _emily🧡,🙏🙏prayers to the families,0
21,7288583783408798982,7289417296525738757,2023-10-13,7173209477357011969,user3475084180232,Pray for all of us🙏🙏🙏,0
22,7288583783408798982,7289381162572284678,2023-10-13,6772438349115540481,Sharmz🦋✨,This is true! Prayers for Israel! 🙏,0
23,7288583783408798982,7289414352480797446,2023-10-13,6678620671525012481,Rose Apple Ramirez,"Yes preach on brother, in Jesus Name Amen🙏",0
24,7288583783408798982,7303417036628493062,2023-11-20,6989620484841292826,N.🧿,Praise God 🙏,0
25,7288583783408798982,7289426537660416773,2023-10-13,6897171615587943426,Vivian Peñas,"Amen 🙏
shalom of peace",0
26,7288583783408798982,7290164014544995077,2023-10-15,6596849258871373825,Tin Sarmiento,PRAYING FOR PEACE 🙏🕊️,0
27,7288583783408798982,7290364297983869701,2023-10-16,7284114405960483846,wonderfully_made,Indeed! all we can have is a deep relationship with Jesus 🫶,0
28,7288583783408798982,7289819122932892422,2023-10-14,6806650629633803265,Ghel gie,Thank u 😢🙏❤,0
29,7288583783408798982,7301389600622215979,2023-11-14,6816074092326028293,Del1977,Watching from Chicago,0
0,7287769393554148614,7288809167531344645,2023-10-11,7134553379593847813,lisdey,Dios mio apiadate de los que hacen daño a tu Pueblo Israel tierra de nuestro Padre Celestial mi Señor Jesus🙏,5
1,7287769393554148614,7288038549223719685,2023-10-09,7038421842953159681,pablosargentin,llega jesus en diciembre,4
2,7287769393554148614,7287930753014268677,2023-10-09,6985880523616846853,eloisaduran902,pueblo santa de Israel Dios te guarde y te bendiga,2
3,7287769393554148614,7292919412084392709,2023-10-22,7131751938619032581,Amor,señor de amor y piedad y mucha compasión no te pregunto porque no soy nadie pero señor tus mandamientos amarse los unos a los hotros señor noperdóname,1
4,7287769393554148614,7288480064818381573,2023-10-11,7000532684599165958,𝐣𝕖𝐬𝒖𝐬 𝐥𝒐𝒑𝕖𝒛𝙚𝙨💙,amén que dios los bendiga,1
5,7287769393554148614,7288065553074750214,2023-10-09,7193861448538948614,Angélica avalos,Israel pueblo de mi dios ten misericordia de tu pueblo y el mundo entero,1
6,7287769393554148614,7288333918226039557,2023-10-10,6990398976692454406,Antonela,piedad mí padre celestial por él mundo,1
7,7287769393554148614,7288475723387437830,2023-10-10,7024149649486939142,yarenmomogami1,Israel tiene los mejores armamentos ahora Jehová peleará las batallas ¿ quien proporciono armamentos a los terroristas ?,1
8,7287769393554148614,7288127842364932870,2023-10-10,7206859263703811078,carmenluzisolinag,dios nunca abandonas a tu pueblo ISRAEL gracias padre Dios,0
9,7287769393554148614,7288879703192142598,2023-10-12,6953817825467515909,lidiajaszczuk,amen paz pa.Israel Dios.mio tu sangre tiene poder.jesus,0
10,7287769393554148614,7287963629126075141,2023-10-09,7004654769688871941,socorrogalecio,Dios bendiga al pueblo de Isrrael lo cuide y guarde amen,0
11,7287769393554148614,7287961712103326470,2023-10-09,7204566638103725062,victorcueva2322,Gloria a ti señor Jesús 🙏,0
12,7287769393554148614,7287832184399020805,2023-10-09,7271630016823510022,Mary Ely🙏🙇‍♀️,La sangre de Cristo tiene poder 🙏🙌🙇‍♀️,0
13,7287769393554148614,7289470933802615558,2023-10-13,7036885849115526149,Judith palacios,señor protejenos atodos tupueblo,0
14,7287769393554148614,7289245468525560582,2023-10-13,6776390927059796998,Judith De Jesus Urdaneta Bohor,gloria a Dios alavado sea el señor por todo lo siglos amen Dios todo poderoso,0
15,7287769393554148614,7288899047196492550,2023-10-12,6967435868606219270,Julia Santisteban619,"Señor Padre Eterno, ten piedad de nosotros y del mundo entero 🙏🙏🙏🙏",0
16,7287769393554148614,7288763998173348614,2023-10-11,7187243863952720901,Temo,Dios mio cuando será ese día donde toda rodilla se doblará y confesara q tu eres el rey de reyes y señor de señores,0
17,7287769393554148614,7288373894381437702,2023-10-10,7192327766804415494,vito,@adios mío ayuda tu pueblo israel,0
18,7287769393554148614,7288126534065226502,2023-10-10,7268671298241545221,Maria Fuentes,Dios te misericordia dé los sotros amén,0
19,7287769393554148614,7288068198586581765,2023-10-09,7082872838525420549,aguirre.  susy,AMEN,0
20,7287769393554148614,7288005214622991109,2023-10-09,6954088469275132933,orlandoibarra959,amén y amén,0
21,7287769393554148614,7288004861589111557,2023-10-09,6987521543308379141,hdlafuente,🙏🙏🙏🙏Amen,0
22,7287769393554148614,7288787132628894469,2023-10-11,7274237240720540678,merysojo2,Dios es grande y poderoso amén amén amén,0
23,7287769393554148614,7288762219881136902,2023-10-11,6954684621184386053,Luis Celis7,amen señor salba a tu pueblo 🙏 🙌 👏,0
24,7287769393554148614,7288682583591224070,2023-10-11,7083296424708359173,user1716596988325,señor mi jesus salva a todo de ese paiz x q tu eres el q lopuede todo Amen 🙏,0
25,7287769393554148614,7293554267691959046,2023-10-24,7068273026618049542,Ana Elena,Vas a salir triunfador Israel,0
26,7287769393554148614,7289296574789878534,2023-10-13,7170932648726414342,Ruth,Amén señor tuy eres el Rey de Reyes y señor de señores por siempre.,0
27,7287769393554148614,7289286059497407238,2023-10-13,6844009897928508422,teresaccepayacond,amen🥰🥰🥰🥰,0
28,7287769393554148614,7289265061040784134,2023-10-13,6995960087856825349,cristina,padre amado Amen 🙏🙏,0
29,7287769393554148614,7289230292417135365,2023-10-13,7253224143671706630,shaulyn,amén señor Díos,0
0,7295943379987254559,7296026086198231810,2023-10-31,7278166568729805825,Muhd Faiz,free plastine,3
1,7295943379987254559,7296917600436355872,2023-11-02,6927706212059726853,🇵🇸FREE PALESTINIAN🇵🇸,FREE PALESTINE🇵🇸,1
2,7295943379987254559,7295948553925853982,2023-10-31,6913406338475230213,Pawog,God place a protective hedge around Israel and the hostages. 🇮🇱🇮🇱🇮🇱,0
3,7295943379987254559,7295977898502259499,2023-10-31,6806829252907402246,Pitpit,we stand with 🙏 israel 🇮🇱 ❤️,0
4,7295943379987254559,7295972293766660907,2023-10-31,6937727687788758021,Roxrocks,israeli terrorists killing civilians doctors and children,0
5,7295943379987254559,7295946943235769134,2023-10-31,7270689320306263083,TikTok Guy,Beautiful,0
6,7295943379987254559,7299045191671251744,2023-11-08,7020456964409771014,marinamary163,Come on Israel u can Do it tousand of ppl believe in u,0
7,7295943379987254559,7297819351318168326,2023-11-05,7161352235329356826,daramila7,free palestine 🇯🇴,0
8,7295943379987254559,7297874651873837857,2023-11-05,6964895189118813190,francisvincentzappa,"Go Israel, go!Clear up your neigbourhood!finally",0
0,7297746342737087787,7297764505679872811,2023-11-05,6903581178965181446,user9467858848049,"Thank you for your content, learning sooo much.",2
1,7297746342737087787,7297837856302416682,2023-11-05,7209128904652571691,dex,💯 keep speaking the facts,0
2,7297746342737087787,7297848153582666542,2023-11-05,6932564934439093254,PijamaMamas,Thank you for this!!!,0
3,7297746342737087787,7297780958404543250,2023-11-05,7123311418086867970,mybestmountains,Thank you for sharing the truth 💙,0
4,7297746342737087787,7297874970754171690,2023-11-05,6742985097936438277,Jared,I’m with you 🤍💙,0
5,7297746342737087787,7298003564957811498,2023-11-05,6819691712811975686,Yellow Bug,Thank you! 👍👍,0
6,7297746342737087787,7298498286356071210,2023-11-06,6895337605493605381,user9314984559336,I agree with you completely!,0
7,7297746342737087787,7301321039405384490,2023-11-14,6747055629082575877,chanajuju,Grateful for you!,0
8,7297746342737087787,7299147418884358942,2023-11-08,6887068412456813574,Option Sniper54,Glad your spreading the knowledge!!,0
9,7297746342737087787,7297839708766323487,2023-11-05,6810836638383031302,JHSPSCA,Thank you for this,0
10,7297746342737087787,7297829084037923626,2023-11-05,6918464141205210117,𝓙𝓸𝓪𝓷𝓷,Thank you for this🙏,0
11,7297746342737087787,7297751420828435207,2023-11-04,6975035513003082754,deniskotler,Word!!!,0
12,7297746342737087787,7298196305100194590,2023-11-06,114896974339878912,Kourtney,Amen amen amen,0
13,7297746342737087787,7297913105220518658,2023-11-05,6923854655546049541,Its me Nb,❤️❤️,0
14,7297746342737087787,7297973369927287554,2023-11-05,7064881377904542722,Elisheva B,🇮🇱❤️🇮🇱❤️,0
15,7297746342737087787,7297776363112465194,2023-11-05,6979305349728486405,lisabrian8,"Sadly, innocent civilian deaths are unavoidable bc Hamas won’t stop using civilians as shields & Israelis won’t be safe until Hamas is eliminated.",22
16,7297746342737087787,7297781840659251973,2023-11-05,7031020796105999366,renianessa,"you're speaking from a place of ignorance and privilege
it's sad.
you're white, what should I even expect?
but you're a woman
you should know better.",18
17,7297746342737087787,7300132610356265736,2023-11-11,7105637319776142337,جنى💋,And how do u know this? I’m assuming ur American. Have u done any reasearch on Israel and Palestine? Who are you to give your opinion? If u don’t wann,3
18,7297746342737087787,7297926119968260869,2023-11-05,6977993619887162374,Elmarie Bester982,Palestinians wants to be martyrs. Why cry now?,2
19,7297746342737087787,7297997916538684206,2023-11-05,7006120960970146821,RofahRobyn,"Only Hamas’s PR team can spin the acts of murdering babies, peace activists and elderly as justified.",1
20,7297746342737087787,7297756742343721774,2023-11-04,7288828550759859242,vikingmom,Well said!,0
21,7297746342737087787,7297762763114857258,2023-11-05,6559281519116992518,Ann Marie Schumacher,Exactly,0
22,7297746342737087787,7298022473613493022,2023-11-05,6784135954720031750,a,I just saw a video of a Palestinian woman saying how smart it was that they put their military stuff with civilians 😳,0
23,7297746342737087787,7297974938987922181,2023-11-05,6814815806964532230,TikTok,👍🏻 exactly!!,0
24,7297746342737087787,7297861549879771909,2023-11-05,7119127287765779461,Lisa,⛱️⛱️⛱️.,0
25,7297746342737087787,7298744338723930922,2023-11-07,7046133718943007750,flylowhenican,The statements supporting Palestinians are facile. Hamas planned the attack starting 2021 . Palestinians with work permits in Israel were complicit,0
26,7297746342737087787,7297937662508401441,2023-11-05,7178930487196599302,Zio sniffer,Moron.,0
27,7297746342737087787,7297748502801007365,2023-11-04,6950417505907442694,AuoraG,deflection...you are defending this behaviour. Hamas is not palestine.,37
28,7297746342737087787,7297781577806676741,2023-11-05,7031020796105999366,renianessa,"what do you mean Israel has told people to leave the area?
so do you support Russia if they inform people before they bomb Ukraine?",51
0,7296927770490244382,7297393340822733575,2023-11-04,7220580254220616709,only_deen,The WORLD stands with PALESTINE,3
1,7296927770490244382,7297968541164405536,2023-11-05,6812790490271826950,reda daalech,God bless Palestine 🇵🇸,0
2,7296927770490244382,7297524883347948306,2023-11-04,6840094949037458437,7up,free Palestine,0
3,7296927770490244382,7298294744844436230,2023-11-06,7009375077138662405,userioumerio,Palestine will be free Insallah ❤️🇵🇸,0
4,7296927770490244382,7297772691958907653,2023-11-05,7225307816427996166,Al one,🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸Palestine,0
5,7296927770490244382,7297441380975952645,2023-11-04,6877803886091109382,Falcon,Free Palestine,0
6,7296927770490244382,7297779138973778689,2023-11-05,6709820341625537542,Rami Merhabi,Free Palestine,0
7,7296927770490244382,7297762120857453318,2023-11-05,6940471412910490629,524578 views,ܭܚࡅߺ וܩߺܭ,0
8,7296927770490244382,7298471335323583237,2023-11-06,7293178857392735238,Dorica Chimonyo,Ameeen,0
9,7296927770490244382,7297637575517946625,2023-11-04,6868293597877634053,Super Phoenix,"Israeli soldiers are weak; they cannot fight face to face, just fighting with airstrikes and damaging everything before entering. Free Palestine 🇵🇸",1
10,7296927770490244382,7296979544191189762,2023-11-02,6879633029993661442,עם ישראל חי,🐀🐀🐀🐀🐀🐀🐀,10
11,7296927770490244382,7296979448330978049,2023-11-02,6879633029993661442,עם ישראל חי,🐁🐁🐁🐁🐁🐁🐁,8
12,7296927770490244382,7297646836725941000,2023-11-04,7041182520364860421,צביה שי,🇮🇱❤️🇮🇱❤️🇮🇱❤️🇮🇱❤️,4
13,7296927770490244382,7297632614026347266,2023-11-04,6782919425915470854,user6163259122913,🇮🇱♥️🇮🇱♥️🇮🇱♥️🇮🇱,1
14,7296927770490244382,7297672555346756353,2023-11-04,6890215770140591110,"⚔️שב""כ⚔️",🇮🇱💪🦁🇮🇱💪🦁,1
15,7296927770490244382,7297829822498849541,2023-11-05,7181727313868293126,meiravstavi,🇮🇱♥️🇮🇱♥️🇮🇱,0
16,7296927770490244382,7297830018515993349,2023-11-05,7181727313868293126,meiravstavi,🇵🇸☠️🇵🇸☠️🇵🇸☠️🇵🇸,0
17,7296927770490244382,7297644391111754503,2023-11-04,7085408932633805829,user5707255556777,🙏🙏🙏🙏🥰,0
18,7296927770490244382,7298799326544331522,2023-11-07,6880933464762614789,gevaaharon10,🇮🇱♥️🇮🇱♥️🇮🇱♥️🇮🇱,0
19,7296927770490244382,7297954293734638368,2023-11-05,7035370209095910405,..............................,🥰🥰🥰,0
20,7296927770490244382,7297626883642344198,2023-11-04,7092850548872954885,ابو عبيده 🇵🇸💪🇪🇬,שאלוהים יעזור להם,0
21,7296927770490244382,7297829962467443461,2023-11-05,7181727313868293126,meiravstavi,From the river to the sea israel will be free♥️🇮🇱♥️🇮🇱♥️♥️🇮🇱♥️🇮🇱,1
22,7296927770490244382,7297675394990244614,2023-11-04,7205248494025868294,alliekrayem,They need USA France and the uk Germany and Holland to help them cowards,0
23,7296927770490244382,7297774142719214344,2023-11-05,6939050516489061377,Mike Lary,FROM THE RIVER TO THE SEA PALESTINE WILL BE FREE 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸,0
24,7296927770490244382,7298092669518430978,2023-11-05,7087586113389511685,LOBO,⚰️🇮🇱😘,0
25,7296927770490244382,7297965567964922625,2023-11-05,7292675912742716434,ليان محمد,@S,0
26,7296927770490244382,7296978220410569490,2023-11-02,6766535911229817862,ישראל שלי,💛🇮🇱🇮🇱🇮🇱💛🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱,8
27,7296927770490244382,7296998101838103297,2023-11-02,6666914175631572997,معتصم 🇵🇸❤️,هههههههه لعبو عليكو 😂😂😂💚✌️🇵🇸,0
28,7296927770490244382,7297682643751584520,2023-11-04,7271346575527920645,شايل جرحي,@الزعيم:💪💪💪💚💚💚🥷🏻🥷🏻🥷🏻🇵🇸🇵🇸🇵🇸,0
29,7296927770490244382,7297646606730838785,2023-11-04,7227491669360296965,🤍🫀,ابو عبيده بعده قليل 🇵🇸💚✌🏼✌🏼🦅,0
0,7291773077896039711,7291773926677955346,2023-10-19,6776228072041284614,aisha,"From the river to the sea, Palestine will be FREE🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸",17
1,7291773077896039711,7291774116880368430,2023-10-19,7150654862367573038,Proudgrandmaof2,Free Palestine 🇵🇸,3
2,7291773077896039711,7291872372297073440,2023-10-20,6662866688117899270,PositiveVibration,Why did Palestine suffer,0
3,7291773077896039711,7291869962234200837,2023-10-20,7050533469901997061,user2103232778405,How sad is this😳😳😳,23
4,7291773077896039711,7293183639008002859,2023-10-23,7086967604133348394,SharonMimi,This is so sad 🙏🏻,0
5,7291773077896039711,7291842546749539104,2023-10-20,7153330587783152646,BHoula123,Heartbreaking 💔 🙏 💔,0
6,7291773077896039711,7291862603521344287,2023-10-20,6796659492135109637,Nancy Lopez,So sad 😞 🙏🙏🙏🙏🙏🙏,7
7,7291773077896039711,7291829854047224581,2023-10-20,7087543553757185030,The French Girl👑,😞🥲,2
8,7291773077896039711,7291773942880273183,2023-10-19,6941396253742564357,amctony63,Sad 😢,41
9,7291773077896039711,7291788006473499397,2023-10-19,7185583474384323590,قْلْبْ مْنْ وْرْقْ,We are hurting💔💔💔💔,27
10,7291773077896039711,7291774126371537694,2023-10-19,6817763740681077766,MidnightReign 🍉,💔,2
11,7291773077896039711,7291774701642433287,2023-10-19,7237939417607685122,naya🌹نايا,🥺,0
12,7291773077896039711,7291776124689318689,2023-10-19,6878657453367477254,JamBee,😢😢😢😢😢,0
13,7291773077896039711,7291774410815030062,2023-10-19,6903337526904341510,Queen,💔💔,0
14,7291773077896039711,7291773644463440683,2023-10-19,6679227909574149125,Simplicity🫶,🥺🙏,0
15,7291773077896039711,7291777482293494561,2023-10-19,6834451151766750214,claudia 💗,@anna 🪬,0
16,7291773077896039711,7291828431263384327,2023-10-20,7018517563924874245,وفاء الخولاني,💔,0
17,7291773077896039711,7291789361129046789,2023-10-19,7059561123179561990,Devin ●~●,😭😭😭,0
18,7291773077896039711,7292541259352130337,2023-10-21,6811086416677258246,Rossella,💔💔💔,0
19,7291773077896039711,7291789037877707563,2023-10-19,6743034371974693894,Luis S.,😔😔,0
20,7291773077896039711,7299438421012284178,2023-11-09,6918491768062198785,David Jones,🥺🥺🥺,0
21,7291773077896039711,7296110869665465119,2023-10-31,6840465997742179333,Apple User224479699,💔🙏,0
22,7291773077896039711,7292256304570565419,2023-10-21,7271122773438628907,xxx,😰😭,0
23,7291773077896039711,7292137985532789510,2023-10-20,6914070160841180165,(Altin)(🇦)durres,😭😭😭😭,0
24,7291773077896039711,7292130233266963243,2023-10-20,6682476216240784390,Donna Teeling Scott,😞😞😞,0
25,7291773077896039711,7292103492322788098,2023-10-20,6600294640951197702,SHABIR__SEIB,😔😔😔😔😔,0
26,7291773077896039711,7292084413425730309,2023-10-20,7127377355781948417,Just_PS,😭😭😭😭,0
27,7291773077896039711,7292050623996969734,2023-10-20,6886239338340238337,Dyesebel Legaspino,🙏🙏🙏,0
28,7291773077896039711,7291881359913370414,2023-10-20,7064801843771474991,Malulani,🙏🙏🙏🙏,0
0,7298339692603346206,7298431336422015777,2023-11-06,6945874638510228485,IRAN with out MOLLA,🙏🙏🙏🙏🙏🙏🙏🙏,0
1,7298339692603346206,7298407522258944799,2023-11-06,7049584275041371183,Glenda Arauz412,🙏🙏🙏,0
2,7298339692603346206,7299412577116799745,2023-11-09,6610218289891917825,Holandia,🥰🥰🥰,0
3,7298339692603346206,7298492334587577120,2023-11-06,7267503440887940128,Christoph Zewe,😳😳😳😏😏😏,0
4,7298339692603346206,7298492025329402656,2023-11-06,7267503440887940128,Christoph Zewe,😂😳😳😳😅😅😅😏😏,0
5,7298339692603346206,7298344422940525358,2023-11-06,7001242640331817990,🌻lisazahrndtkessler🌻,🇺🇸❤🇮🇱 🙏🙏🙏🙏🙏,2
6,7298339692603346206,7298471016832074538,2023-11-06,6816418395546813445,user4783856176415,🙏🏻🙏🏻🙏🏻🇮🇱🇮🇱🇮🇱🇮🇱🇺🇸🇺🇸🇺🇸🇺🇸,0
7,7298339692603346206,7299220613369037573,2023-11-08,6960020954178601989,rosaurarosa617,sohkan laqom ya mojrimin bani sehyon 🥺🥺🥺🥺🥺,0
8,7298339692603346206,7299125857431601926,2023-11-08,7221987220868662278,shaheen khan512,🇵🇸🇵🇸💖🇵🇰🇵🇰😡😡😡😡😡😡😡🚀🚀🚀🚀🚀🚀🚀Pakistan🇵🇰,0
9,7298339692603346206,7298451489290224392,2023-11-06,6720273192952710149,إبن فلسطين _جنين,😂😂😂😂😂يحاولون ان يلتقطو صور وهم لم يصلو الا لاراضي زراعيه,0
10,7298339692603346206,7298344456809759530,2023-11-06,7127604169616327722,user8281811924661,God bless Israel and the IDF,0
11,7298339692603346206,7299294958375748354,2023-11-09,6966179681607730177,ibraibra223,IDF Wear pampers during war?,0
12,7298339692603346206,7299150650985956102,2023-11-08,6707749290083894278,Justin Kriakous,🥰🥰🥰,0
13,7298339692603346206,7298632286579999521,2023-11-07,7072370318779008006,Heil Frieden,love from iran💖,0
14,7298339692603346206,7298492558970503969,2023-11-06,7267503440887940128,Christoph Zewe,😳😳God protect the I.D f,0
15,7298339692603346206,7298486843786445600,2023-11-06,7250792847381021723,Izmir,God bless Israel 🇮🇱🙏🇹🇷,0
16,7298339692603346206,7298469063596294917,2023-11-06,7281893993499509765,Ryan Castano,no infantry supporting armour?,0
17,7298339692603346206,7298466525168780064,2023-11-06,7200110989667386373,XOXOXOXO,GOD NO BLESS ISRAEL,0
18,7298339692603346206,7298454943219417902,2023-11-06,6897838473094054917,user3001944099554,The walking dead,0
19,7298339692603346206,7298359103168348971,2023-11-06,7260664827928757294,erichummel,"Yes, I am for Israel 100%",0
20,7298339692603346206,7298344010211951403,2023-11-06,7202682306644575278,matioooooooooom,fake you Israel,0
21,7298339692603346206,7298343842771354410,2023-11-06,6690966756179444742,Ski1299828,@Ski1299828: When their yelling allaakbar when they are killing others it is their way of justifying their murderous actions! SAD,0
22,7298339692603346206,7298340435591873312,2023-11-06,7182983202717680645,Marius Dinea,God bless IDF!,0
23,7298339692603346206,7298431044876976928,2023-11-06,6862367057825956869,user3050536628891,🇵🇸💪🏽💪🏽🇵🇸💪🏽🇵🇸💪🏽🇵🇸💪🏽🇵🇸💪🏽💪🏽🇵🇸💪🏽🇵🇸💪🏽🇵🇸💪🏽💪🏽🇵🇸💪🏽🇵🇸💪🏽🇵🇸💪🏽🇵🇸💪🏽🇵🇸💪🏽🇵🇸💪🏽💪🏽🇵🇸,0
24,7298339692603346206,7298843246822146818,2023-11-07,6908496928461652998,رجلٌ من أقصى المدينة,النصر لحماس باذن الله,0
25,7298339692603346206,7298412231681917729,2023-11-06,7260040295449084955,Patriote93,force à Israël 🇦🇷👍,0
26,7298339692603346206,7299850468846371589,2023-11-10,6827839615807865862,🇮🇱Zaher🕎 Albarazi🇮🇱,🙏💪🏻💙🇮🇱💙💪🏻🙏,0
27,7298339692603346206,7299318716038578949,2023-11-09,7067989925936989190,isabelziga3,Fuerza Isrrael,0
28,7298339692603346206,7299303427019965186,2023-11-09,6992331064233559045,رضا الوالدين,فلسطين عربيه والنصر لهم مهما طال الرقت,0
29,7298339692603346206,7299301495287415559,2023-11-09,6870225396907754497,amaar Sh,Abu obaidah 😁😁😁😁😁,0
0,7298743484788280606,7299966625695908609,2023-11-10,7058766915128689669,logen🤍🪐👌🏻,يالله,0
1,7298743484788280606,7298763244855018245,2023-11-07,7032784554423682054,samehelsaedibrahi, [photo],1
2,7298743484788280606,7298785203865469703,2023-11-07,6847891936121259014,haneefa,🇮🇱🐕🇮🇱🐕🇮🇱🐖🇮🇱👹🇮🇱👿🇮🇱👿,0
3,7298743484788280606,7298763098382631686,2023-11-07,7032784554423682054,samehelsaedibrahi,🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸,0
4,7298743484788280606,7298769405079503618,2023-11-07,7208720198890718214,SHAFEEK,I love palastine,0
5,7298743484788280606,7298763099463844613,2023-11-07,7032784554423682054,samehelsaedibrahi,🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸,0
6,7298743484788280606,7298765478695109382,2023-11-07,7162252834262959109,Zino Мкизез,Real men 🇵🇸 Allah blass 🇵🇸,0
7,7298743484788280606,7298761165429015302,2023-11-07,6962573253693555718,mohamedabouelkhi98,Free pl,0
8,7298743484788280606,7298789990799131400,2023-11-07,7292064386985083909,ashrafabushaqrah,God pless GAZA,0
9,7298743484788280606,7298778454392521473,2023-11-07,6993646507010900998,AboJamal,"Do you still wear diapers??
Pampers is the best .. doesn't leak",0
